flightid,originairportid,destairportid,carrier,dayofmonth,dayofweek,departuredelay,arrivaldelay
207247,11259,10140,WN,5,5,-2,-10
207248,11259,10140,WN,5,5,-1,-9
207249,11259,10140,WN,5,5,4,-4
207250,11259,10140,WN,5,5,-1,-2
207251,11259,10140,WN,5,5,5,-1
207923,11259,10140,WN,4,4,2,-4
207924,11259,10140,WN,4,4,13,12
207925,11259,10140,WN,4,4,-5,-8
207926,11259,10140,WN,4,4,-5,-9
207927,11259,10140,WN,4,4,0,-11
207928,11259,10140,WN,4,4,5,-2
207929,11259,10140,WN,4,4,27,26
207930,11259,10140,WN,4,4,0,-16
208620,10140,11259,WN,5,5,-1,-1
208621,10140,11259,WN,5,5,-4,-15
208622,10140,11259,WN,5,5,4,-2
208623,10140,11259,WN,5,5,42,34
208624,10140,11259,WN,5,5,2,-7
208625,10140,11259,WN,5,5,1,1
208626,10140,11259,WN,5,5,19,11
208627,10140,11259,WN,5,5,20,23
211098,11259,10140,WN,6,6,42,35
211099,11259,10140,WN,6,6,-1,-1
211100,11259,10140,WN,6,6,-1,-9
211101,11259,10140,WN,6,6,-3,-10
211102,11259,10140,WN,6,6,-4,-16
211738,11259,10140,WN,7,7,0,-3
211739,11259,10140,WN,7,7,18,17
211740,11259,10140,WN,7,7,6,1
211741,11259,10140,WN,7,7,7,2
211742,11259,10140,WN,7,7,3,-1
211743,11259,10140,WN,7,7,-2,-2
211744,11259,10140,WN,7,7,-5,-14
212588,10140,11259,WN,6,6,-5,-14
212589,10140,11259,WN,6,6,-3,-9
212590,10140,11259,WN,6,6,-3,-8
212591,10140,11259,WN,6,6,0,-10
212592,10140,11259,WN,6,6,9,-4
212593,10140,11259,WN,6,6,-3,-12
214489,10140,11259,WN,7,7,-2,-15
214490,10140,11259,WN,7,7,-4,-15
214491,10140,11259,WN,7,7,-5,-14
214492,10140,11259,WN,7,7,19,14
214493,10140,11259,WN,7,7,-3,-11
214494,10140,11259,WN,7,7,2,-6
214495,10140,11259,WN,7,7,0,0
215854,10140,11259,WN,8,1,6,8
215855,10140,11259,WN,8,1,-1,-11
215856,10140,11259,WN,8,1,-5,-6
215857,10140,11259,WN,8,1,19,11
215858,10140,11259,WN,8,1,3,-3
215859,10140,11259,WN,8,1,-3,-9
215860,10140,11259,WN,8,1,-3,-12
215861,10140,11259,WN,8,1,19,15
216143,10140,11259,WN,9,2,1,1
216144,10140,11259,WN,9,2,-1,-8
216145,10140,11259,WN,9,2,-3,-1
216146,10140,11259,WN,9,2,32,23
216147,10140,11259,WN,9,2,-1,8
216148,10140,11259,WN,9,2,-1,-7
216149,10140,11259,WN,9,2,2,-6
216150,10140,11259,WN,9,2,19,20
222329,11259,10140,WN,10,3,-2,-10
222330,11259,10140,WN,10,3,84,89
222331,11259,10140,WN,10,3,0,-6
222332,11259,10140,WN,10,3,-1,21
222333,11259,10140,WN,10,3,37,22
222334,11259,10140,WN,10,3,97,119
222335,11259,10140,WN,10,3,-1,20
222336,11259,10140,WN,10,3,-1,-8
223409,11259,10140,WN,11,4,19,25
223410,11259,10140,WN,11,4,16,15
223411,11259,10140,WN,11,4,3,-4
223412,11259,10140,WN,11,4,9,-2
223413,11259,10140,WN,11,4,30,25
223414,11259,10140,WN,11,4,4,-2
223415,11259,10140,WN,11,4,0,3
223416,11259,10140,WN,11,4,0,-2
224604,10140,11259,WN,11,4,13,15
224605,10140,11259,WN,11,4,0,-7
224606,10140,11259,WN,11,4,-4,-14
224607,10140,11259,WN,11,4,34,31
224608,10140,11259,WN,11,4,-2,-7
224609,10140,11259,WN,11,4,-1,-7
224610,10140,11259,WN,11,4,7,2
224611,10140,11259,WN,11,4,0,6
226963,10140,11259,WN,12,5,95,93
226964,10140,11259,WN,12,5,-2,-15
226965,10140,11259,WN,12,5,96,90
226966,10140,11259,WN,12,5,21,20
226967,10140,11259,WN,12,5,-4,-17
226968,10140,11259,WN,12,5,4,-5
226969,10140,11259,WN,12,5,73,65
226970,10140,11259,WN,12,5,6,2
227461,11259,10140,WN,12,5,7,12
227462,11259,10140,WN,12,5,23,23
227463,11259,10140,WN,12,5,17,13
227464,11259,10140,WN,12,5,21,18
227465,11259,10140,WN,12,5,139,127
227466,11259,10140,WN,12,5,15,9
227467,11259,10140,WN,12,5,35,51
227468,11259,10140,WN,12,5,7,4
230349,11259,10140,WN,13,6,4,-9
230350,11259,10140,WN,13,6,-1,-9
230351,11259,10140,WN,13,6,-3,-2
230352,11259,10140,WN,13,6,-1,-5
230353,11259,10140,WN,13,6,-2,-5
230354,11259,10140,WN,13,6,18,6
230759,10140,11259,WN,10,3,-5,42
230760,10140,11259,WN,10,3,3,10
230761,10140,11259,WN,10,3,-4,-1
230762,10140,11259,WN,10,3,47,50
230763,10140,11259,WN,10,3,0,6
230764,10140,11259,WN,10,3,8,8
230765,10140,11259,WN,10,3,19,19
230766,10140,11259,WN,10,3,64,68
231549,10140,11259,WN,14,7,4,-5
231550,10140,11259,WN,14,7,0,-8
231551,10140,11259,WN,14,7,-3,-16
231552,10140,11259,WN,14,7,102,113
231553,10140,11259,WN,14,7,-3,-13
231554,10140,11259,WN,14,7,1,-8
231997,11259,10140,WN,14,7,-2,-9
231998,11259,10140,WN,14,7,-2,-6
231999,11259,10140,WN,14,7,0,3
232000,11259,10140,WN,14,7,4,1
232001,11259,10140,WN,14,7,18,22
232002,11259,10140,WN,14,7,31,31
232003,11259,10140,WN,14,7,16,14
232004,11259,10140,WN,14,7,1,-5
234715,11259,10140,WN,15,1,3,-9
234716,11259,10140,WN,15,1,10,10
234717,11259,10140,WN,15,1,6,7
234718,11259,10140,WN,15,1,58,53
234719,11259,10140,WN,15,1,35,32
234720,11259,10140,WN,15,1,2,-7
234721,11259,10140,WN,15,1,0,-4
235199,10140,11259,WN,15,1,-2,-4
235200,10140,11259,WN,15,1,36,32
235201,10140,11259,WN,15,1,12,7
235202,10140,11259,WN,15,1,11,-1
235203,10140,11259,WN,15,1,0,-8
235204,10140,11259,WN,15,1,-3,-12
235205,10140,11259,WN,15,1,1,-5
235206,10140,11259,WN,15,1,13,2
238750,11259,10140,WN,16,2,26,19
238751,11259,10140,WN,16,2,9,2
238752,11259,10140,WN,16,2,20,17
238753,11259,10140,WN,16,2,23,28
238754,11259,10140,WN,16,2,7,5
238755,11259,10140,WN,16,2,2,-8
238756,11259,10140,WN,16,2,1,-4
238757,11259,10140,WN,16,2,-1,-8
240537,10140,11259,WN,16,2,-1,5
240538,10140,11259,WN,16,2,-5,-8
240539,10140,11259,WN,16,2,-2,-9
240540,10140,11259,WN,16,2,18,10
240541,10140,11259,WN,16,2,11,7
240542,10140,11259,WN,16,2,3,-4
240543,10140,11259,WN,16,2,-4,-10
240544,10140,11259,WN,16,2,-2,-5
242159,10140,11259,WN,17,3,14,13
242160,10140,11259,WN,17,3,-2,-6
242161,10140,11259,WN,17,3,24,22
242162,10140,11259,WN,17,3,9,0
242163,10140,11259,WN,17,3,1,-9
242164,10140,11259,WN,17,3,-6,-14
242165,10140,11259,WN,17,3,1,-3
242166,10140,11259,WN,17,3,4,-2
242658,11259,10140,WN,17,3,2,9
242659,11259,10140,WN,17,3,1,10
242660,11259,10140,WN,17,3,16,17
242661,11259,10140,WN,17,3,42,51
242662,11259,10140,WN,17,3,35,49
242663,11259,10140,WN,17,3,11,4
242664,11259,10140,WN,17,3,3,8
242665,11259,10140,WN,17,3,0,0
244968,11259,10140,WN,18,4,56,45
244969,11259,10140,WN,18,4,39,49
244970,11259,10140,WN,18,4,13,23
244971,11259,10140,WN,18,4,30,40
244972,11259,10140,WN,18,4,55,55
244973,11259,10140,WN,18,4,145,145
244974,11259,10140,WN,18,4,77,72
244975,11259,10140,WN,18,4,45,51
246472,11259,10140,WN,9,2,6,3
246473,11259,10140,WN,9,2,11,4
246474,11259,10140,WN,9,2,1,-7
246475,11259,10140,WN,9,2,4,-3
246476,11259,10140,WN,9,2,-6,-17
246477,11259,10140,WN,9,2,32,31
246478,11259,10140,WN,9,2,2,2
246479,11259,10140,WN,9,2,11,6
247139,11259,10140,WN,19,5,9,-1
247140,11259,10140,WN,19,5,7,0
247141,11259,10140,WN,19,5,20,17
247142,11259,10140,WN,19,5,11,2
247143,11259,10140,WN,19,5,26,25
247144,11259,10140,WN,19,5,12,10
247145,11259,10140,WN,19,5,34,21
247146,11259,10140,WN,19,5,-3,-14
250649,10140,11259,WN,20,6,7,6
250650,10140,11259,WN,20,6,1,-13
250651,10140,11259,WN,20,6,-6,-15
250652,10140,11259,WN,20,6,1,-2
250653,10140,11259,WN,20,6,-5,-17
250654,10140,11259,WN,20,6,-3,-13
251025,11259,10140,WN,20,6,8,15
251026,11259,10140,WN,20,6,-4,-5
251027,11259,10140,WN,20,6,9,12
251028,11259,10140,WN,20,6,101,105
251029,11259,10140,WN,20,6,4,7
251030,11259,10140,WN,20,6,2,2
253409,10140,11259,WN,21,7,44,36
253410,10140,11259,WN,21,7,-2,-12
253411,10140,11259,WN,21,7,-6,-17
253412,10140,11259,WN,21,7,21,13
253413,10140,11259,WN,21,7,1,-10
253414,10140,11259,WN,21,7,18,15
254331,10140,11259,WN,22,1,-1,-8
254332,10140,11259,WN,22,1,-5,-1
254333,10140,11259,WN,22,1,0,-10
254334,10140,11259,WN,22,1,7,0
254335,10140,11259,WN,22,1,25,21
254336,10140,11259,WN,22,1,-3,-13
254337,10140,11259,WN,22,1,0,-8
254338,10140,11259,WN,22,1,-6,2
255046,11259,10140,WN,21,7,4,1
255047,11259,10140,WN,21,7,1,26
255048,11259,10140,WN,21,7,-1,5
255049,11259,10140,WN,21,7,4,9
255050,11259,10140,WN,21,7,8,9
255051,11259,10140,WN,21,7,12,14
255052,11259,10140,WN,21,7,1,0
255053,11259,10140,WN,21,7,18,20
256175,11259,10140,WN,22,1,1,-3
256176,11259,10140,WN,22,1,14,18
256177,11259,10140,WN,22,1,1,9
256178,11259,10140,WN,22,1,29,32
256179,11259,10140,WN,22,1,12,22
256180,11259,10140,WN,22,1,2,2
256181,11259,10140,WN,22,1,61,57
256182,11259,10140,WN,22,1,4,-1
256769,10140,11259,WN,23,2,-3,-3
256770,10140,11259,WN,23,2,-6,-4
256771,10140,11259,WN,23,2,-4,-8
256772,10140,11259,WN,23,2,-1,-6
256773,10140,11259,WN,23,2,-3,-5
256774,10140,11259,WN,23,2,-6,-9
256775,10140,11259,WN,23,2,1,-8
256776,10140,11259,WN,23,2,16,9
260478,10140,11259,WN,19,5,0,4
260479,10140,11259,WN,19,5,11,5
260480,10140,11259,WN,19,5,8,5
260481,10140,11259,WN,19,5,2,-4
260482,10140,11259,WN,19,5,-2,-13
260483,10140,11259,WN,19,5,4,-3
260484,10140,11259,WN,19,5,1,-4
260485,10140,11259,WN,19,5,3,-9
261142,10140,11259,WN,24,3,-1,-6
261143,10140,11259,WN,24,3,30,23
261144,10140,11259,WN,24,3,14,3
261145,10140,11259,WN,24,3,7,-5
261146,10140,11259,WN,24,3,0,-13
261147,10140,11259,WN,24,3,-1,-15
261148,10140,11259,WN,24,3,0,-5
261149,10140,11259,WN,24,3,1,-14
261982,11259,10140,WN,24,3,66,61
261983,11259,10140,WN,24,3,4,3
261984,11259,10140,WN,24,3,15,18
261985,11259,10140,WN,24,3,12,15
261986,11259,10140,WN,24,3,25,26
261987,11259,10140,WN,24,3,5,3
261988,11259,10140,WN,24,3,0,0
261989,11259,10140,WN,24,3,-2,-7
262534,10140,11259,WN,25,4,-1,-11
262535,10140,11259,WN,25,4,9,3
262536,10140,11259,WN,25,4,57,54
262537,10140,11259,WN,25,4,3,-3
262538,10140,11259,WN,25,4,20,31
262539,10140,11259,WN,25,4,3,0
262540,10140,11259,WN,25,4,-2,-15
262541,10140,11259,WN,25,4,1,-9
264505,11259,10140,WN,3,3,22,17
264506,11259,10140,WN,3,3,0,-15
264507,11259,10140,WN,3,3,4,5
264508,11259,10140,WN,3,3,-1,-14
264509,11259,10140,WN,3,3,4,-1
264510,11259,10140,WN,3,3,1,-15
264511,11259,10140,WN,3,3,-2,-9
264512,11259,10140,WN,3,3,1,-8
266769,10140,11259,WN,26,5,-1,-8
266770,10140,11259,WN,26,5,70,65
266771,10140,11259,WN,26,5,30,15
266772,10140,11259,WN,26,5,47,37
266773,10140,11259,WN,26,5,6,-4
266774,10140,11259,WN,26,5,-3,-12
266775,10140,11259,WN,26,5,4,-1
266776,10140,11259,WN,26,5,13,4
267282,11259,10140,WN,26,5,6,1
267283,11259,10140,WN,26,5,0,6
267284,11259,10140,WN,26,5,17,25
267285,11259,10140,WN,26,5,23,32
267286,11259,10140,WN,26,5,15,20
267287,11259,10140,WN,26,5,10,12
267288,11259,10140,WN,26,5,1,1
267289,11259,10140,WN,26,5,4,3
268258,11259,10140,WN,27,6,1,-12
268259,11259,10140,WN,27,6,23,14
268260,11259,10140,WN,27,6,1,1
268261,11259,10140,WN,27,6,2,1
268262,11259,10140,WN,27,6,5,-2
268263,11259,10140,WN,27,6,-1,5
270748,10140,11259,WN,27,6,17,12
270749,10140,11259,WN,27,6,-3,-11
270750,10140,11259,WN,27,6,106,99
270751,10140,11259,WN,27,6,-1,-4
270752,10140,11259,WN,27,6,50,40
270753,10140,11259,WN,27,6,-3,-15
271222,10140,11259,WN,28,7,6,6
271223,10140,11259,WN,28,7,0,-1
271224,10140,11259,WN,28,7,-8,-16
271225,10140,11259,WN,28,7,2,5
271226,10140,11259,WN,28,7,-1,-1
271227,10140,11259,WN,28,7,1,-5
272089,11259,10140,WN,8,1,0,8
272090,11259,10140,WN,8,1,1,3
272091,11259,10140,WN,8,1,0,-2
272092,11259,10140,WN,8,1,-1,-13
272093,11259,10140,WN,8,1,-3,-11
272094,11259,10140,WN,8,1,27,21
272095,11259,10140,WN,8,1,0,-9
272096,11259,10140,WN,8,1,8,1
272546,11259,10140,WN,29,1,10,-4
272547,11259,10140,WN,29,1,7,4
272548,11259,10140,WN,29,1,10,4
272549,11259,10140,WN,29,1,13,2
272550,11259,10140,WN,29,1,32,25
272551,11259,10140,WN,29,1,-3,-16
272552,11259,10140,WN,29,1,0,-15
272553,11259,10140,WN,29,1,22,7
272726,11259,10140,WN,25,4,56,58
272727,11259,10140,WN,25,4,4,8
272728,11259,10140,WN,25,4,5,8
272729,11259,10140,WN,25,4,11,20
272730,11259,10140,WN,25,4,63,65
272731,11259,10140,WN,25,4,2,-2
272732,11259,10140,WN,25,4,1,5
272733,11259,10140,WN,25,4,13,13
274992,10140,11259,WN,29,1,-1,0
274993,10140,11259,WN,29,1,-4,-6
274994,10140,11259,WN,29,1,1,-9
274995,10140,11259,WN,29,1,24,15
274996,10140,11259,WN,29,1,11,5
274997,10140,11259,WN,29,1,0,-4
274998,10140,11259,WN,29,1,-4,-7
274999,10140,11259,WN,29,1,1,-7
276513,11259,10140,WN,30,2,0,-16
276514,11259,10140,WN,30,2,0,-9
276515,11259,10140,WN,30,2,28,14
276516,11259,10140,WN,30,2,2,-10
276517,11259,10140,WN,30,2,-1,-8
276518,11259,10140,WN,30,2,8,-3
276519,11259,10140,WN,30,2,9,-7
277101,11259,10140,WN,28,7,11,-4
277102,11259,10140,WN,28,7,-3,-13
277103,11259,10140,WN,28,7,-1,-12
277104,11259,10140,WN,28,7,0,-10
277105,11259,10140,WN,28,7,31,24
277106,11259,10140,WN,28,7,1,-9
277107,11259,10140,WN,28,7,5,-6
277108,11259,10140,WN,28,7,6,-3
277836,10140,11259,WN,30,2,-5,-2
277837,10140,11259,WN,30,2,-1,-1
277838,10140,11259,WN,30,2,8,10
277839,10140,11259,WN,30,2,-4,-3
277840,10140,11259,WN,30,2,-2,-4
277841,10140,11259,WN,30,2,24,21
277842,10140,11259,WN,30,2,-4,-1
277843,10140,11259,WN,30,2,-1,-2
280077,13930,14307,YV,1,1,110,94
280120,14307,13930,YV,1,1,-5,-12
280316,13930,14307,YV,2,2,16,3
280358,14307,13930,YV,2,2,-2,-9
280485,13930,14307,YV,8,1,40,24
280525,14307,13930,YV,8,1,-11,-4
281661,13930,14307,YV,6,6,-3,-12
281698,14307,13930,YV,6,6,-15,-17
281891,13930,14307,YV,7,7,2,-8
281934,14307,13930,YV,7,7,-8,-11
282278,13930,14307,YV,3,3,-9,-3
282321,14307,13930,YV,3,3,-10,-17
282531,13930,14307,YV,4,4,-7,-16
282573,14307,13930,YV,4,4,-5,-15
282776,13930,14307,YV,5,5,22,12
282817,14307,13930,YV,5,5,-12,-15
282987,13930,14307,YV,14,7,13,7
283027,14307,13930,YV,14,7,-10,-19
283147,13930,14307,YV,9,2,146,157
283185,14307,13930,YV,9,2,-13,-7
283382,13930,14307,YV,10,3,0,0
283420,14307,13930,YV,10,3,-6,5
283543,13930,14307,YV,16,2,2,-3
283582,14307,13930,YV,16,2,-11,-7
283786,13930,14307,YV,17,3,0,0
283824,14307,13930,YV,17,3,-12,-11
284028,13930,14307,YV,18,4,0,0
284067,14307,13930,YV,18,4,108,129
284378,13930,14307,YV,11,4,2,5
284416,14307,13930,YV,11,4,-8,-5
284615,13930,14307,YV,12,5,-4,-16
284653,14307,13930,YV,12,5,-9,-5
284827,13930,14307,YV,13,6,-3,-27
284828,13930,14307,YV,13,6,-8,-25
284860,14307,13930,YV,13,6,-2,6
284861,14307,13930,YV,13,6,-7,-7
285065,13930,14307,YV,22,1,-2,-1
285105,14307,13930,YV,22,1,-11,-22
285209,10140,11259,WN,18,4,-4,0
285210,10140,11259,WN,18,4,23,27
285211,10140,11259,WN,18,4,49,37
285212,10140,11259,WN,18,4,0,-4
285213,10140,11259,WN,18,4,-5,15
285214,10140,11259,WN,18,4,-2,-5
285215,10140,11259,WN,18,4,23,18
285216,10140,11259,WN,18,4,22,20
286977,13930,14307,YV,15,1,-9,-13
287016,14307,13930,YV,15,1,-5,-1
287218,13930,14307,YV,24,3,-6,-6
287257,14307,13930,YV,24,3,-8,-11
287461,13930,14307,YV,25,4,28,29
287500,14307,13930,YV,25,4,-14,-18
287703,13930,14307,YV,26,5,-3,-11
287742,14307,13930,YV,26,5,-12,-19
288018,13930,14307,YV,19,5,292,312
288056,14307,13930,YV,19,5,-5,0
288235,13930,14307,YV,20,6,-4,-26
288236,13930,14307,YV,20,6,0,-10
288269,14307,13930,YV,20,6,-1,-2
288270,14307,13930,YV,20,6,-15,-17
288463,13930,14307,YV,21,7,3,6
288503,14307,13930,YV,21,7,-6,-15
288584,11259,10140,WN,23,2,-4,-6
288585,11259,10140,WN,23,2,9,10
288586,11259,10140,WN,23,2,39,38
288587,11259,10140,WN,23,2,47,43
288588,11259,10140,WN,23,2,24,26
288589,11259,10140,WN,23,2,1,-6
288590,11259,10140,WN,23,2,7,1
288591,11259,10140,WN,23,2,-1,2
288970,10140,11259,WN,13,6,38,26
288971,10140,11259,WN,13,6,5,1
288972,10140,11259,WN,13,6,-1,-11
288973,10140,11259,WN,13,6,-6,-11
289402,13930,14307,YV,30,2,-5,-4
289442,14307,13930,YV,30,2,-8,-4
289629,13930,14307,YV,23,2,108,100
289668,14307,13930,YV,23,2,-9,-28
289924,13930,14307,YV,27,6,-6,-13
289925,13930,14307,YV,27,6,6,0
289958,14307,13930,YV,27,6,-7,-27
289959,14307,13930,YV,27,6,-2,-2
290151,13930,14307,YV,28,7,-3,-2
290190,14307,13930,YV,28,7,-5,-22
290398,13930,14307,YV,29,1,35,25
290437,14307,13930,YV,29,1,-8,-18
290845,10140,13930,MQ,15,1,0,13
290846,10140,13930,MQ,16,2,176,191
290847,10140,13930,MQ,17,3,257,302
290848,10140,13930,MQ,18,4,307,301
290849,10140,13930,MQ,19,5,296,303
290850,10140,13930,MQ,20,6,65,59
290851,10140,13930,MQ,21,7,-2,-4
290852,10140,13930,MQ,22,1,29,27
290853,10140,13930,MQ,23,2,17,8
290854,10140,13930,MQ,24,3,61,47
290855,10140,13930,MQ,25,4,43,32
290856,10140,13930,MQ,26,5,-2,8
290857,10140,13930,MQ,27,6,-3,-3
290858,10140,13930,MQ,28,7,-6,12
290859,10140,13930,MQ,29,1,1,3
290860,10140,13930,MQ,30,2,6,19
292639,13930,10140,MQ,1,1,0,2
292670,13930,10140,MQ,2,2,26,39
292671,13930,10140,MQ,3,3,44,29
292672,13930,10140,MQ,4,4,15,-1
292673,13930,10140,MQ,5,5,-1,-7
292674,13930,10140,MQ,6,6,-3,-7
292675,13930,10140,MQ,7,7,-1,2
292676,13930,10140,MQ,8,1,1,16
292677,13930,10140,MQ,9,2,84,94
292678,13930,10140,MQ,10,3,152,151
292679,13930,10140,MQ,11,4,204,209
292680,13930,10140,MQ,12,5,246,245
292681,13930,10140,MQ,13,6,-6,-8
292682,13930,10140,MQ,14,7,-2,-2
292683,13930,10140,MQ,15,1,50,64
292684,13930,10140,MQ,16,2,130,131
292685,13930,10140,MQ,17,3,53,57
292686,13930,10140,MQ,18,4,132,136
292687,13930,10140,MQ,19,5,118,106
292688,13930,10140,MQ,20,6,19,10
292689,13930,10140,MQ,21,7,18,35
292690,13930,10140,MQ,22,1,31,39
292691,13930,10140,MQ,23,2,91,118
292692,13930,10140,MQ,24,3,9,23
292693,13930,10140,MQ,25,4,62,82
292694,13930,10140,MQ,26,5,15,15
292695,13930,10140,MQ,27,6,-5,-18
292696,13930,10140,MQ,28,7,0,-5
292697,13930,10140,MQ,29,1,-4,-12
292698,13930,10140,MQ,30,2,-1,-10
293207,13930,10140,MQ,1,1,1,-4
293208,13930,10140,MQ,2,2,19,22
293209,13930,10140,MQ,3,3,37,46
293210,13930,10140,MQ,4,4,-4,-12
293211,13930,10140,MQ,5,5,-3,-1
293212,13930,10140,MQ,6,6,14,22
293213,13930,10140,MQ,7,7,-2,5
293214,13930,10140,MQ,8,1,47,77
293215,13930,10140,MQ,9,2,79,90
293216,13930,10140,MQ,10,3,193,202
293217,13930,10140,MQ,11,4,9,31
293218,13930,10140,MQ,12,5,-2,-6
293219,13930,10140,MQ,13,6,9,9
293220,13930,10140,MQ,14,7,15,26
293221,13930,10140,MQ,15,1,-5,12
293222,13930,10140,MQ,16,2,23,36
293223,13930,10140,MQ,17,3,95,144
293224,13930,10140,MQ,18,4,267,302
293225,13930,10140,MQ,19,5,218,286
293226,13930,10140,MQ,20,6,62,66
293227,13930,10140,MQ,21,7,-4,0
293228,13930,10140,MQ,22,1,1,11
293229,13930,10140,MQ,23,2,-1,21
293230,13930,10140,MQ,24,3,42,62
293231,13930,10140,MQ,25,4,7,28
293232,13930,10140,MQ,26,5,-1,9
293233,13930,10140,MQ,27,6,-5,-12
293234,13930,10140,MQ,28,7,-2,-4
293235,13930,10140,MQ,29,1,-4,-8
293236,13930,10140,MQ,30,2,0,5
295583,10140,13930,MQ,1,1,-4,-24
295584,10140,13930,MQ,2,2,-1,-19
295585,10140,13930,MQ,3,3,-9,-21
295586,10140,13930,MQ,4,4,-9,-5
295587,10140,13930,MQ,5,5,-8,-10
295588,10140,13930,MQ,6,6,-7,-20
295589,10140,13930,MQ,7,7,-8,-19
295590,10140,13930,MQ,8,1,61,72
295591,10140,13930,MQ,9,2,102,97
295592,10140,13930,MQ,10,3,133,143
295593,10140,13930,MQ,11,4,83,95
295594,10140,13930,MQ,12,5,8,6
295595,10140,13930,MQ,13,6,203,193
295596,10140,13930,MQ,14,7,-17,-25
295597,10140,13930,MQ,15,1,-4,-25
295598,10140,13930,MQ,16,2,-13,-17
295599,10140,13930,MQ,17,3,71,108
295600,10140,13930,MQ,18,4,171,191
295601,10140,13930,MQ,19,5,-1,0
295602,10140,13930,MQ,20,6,27,21
295603,10140,13930,MQ,21,7,-9,-22
295604,10140,13930,MQ,22,1,-3,-16
295605,10140,13930,MQ,23,2,-7,-17
295606,10140,13930,MQ,24,3,273,326
295607,10140,13930,MQ,25,4,-7,9
295608,10140,13930,MQ,26,5,-4,-15
295609,10140,13930,MQ,27,6,0,3
295610,10140,13930,MQ,28,7,-5,-9
295611,10140,13930,MQ,29,1,-5,-10
295612,10140,13930,MQ,30,2,-5,-9
304495,10140,13930,OO,10,3,186,256
304496,10140,13930,OO,17,3,0,0
304497,10140,13930,OO,24,3,0,-14
307963,13930,10140,OO,4,4,-1,-23
307964,13930,10140,OO,5,5,-1,-15
307965,13930,10140,OO,1,1,-2,-5
307966,13930,10140,OO,3,3,0,-17
307967,13930,10140,OO,7,7,-6,-8
309458,13930,10140,OO,17,3,103,118
309459,13930,10140,OO,15,1,-3,9
309460,13930,10140,OO,19,5,-2,-1
309461,13930,10140,OO,18,4,0,0
309462,13930,10140,OO,24,3,14,20
309463,13930,10140,OO,25,4,-3,21
309464,13930,10140,OO,26,5,-5,-2
309465,13930,10140,OO,22,1,-9,2
309466,13930,10140,OO,21,7,1,-4
309467,13930,10140,OO,12,5,-3,-10
309468,13930,10140,OO,14,7,-5,11
309469,13930,10140,OO,11,4,0,17
309470,13930,10140,OO,29,1,36,29
309471,13930,10140,OO,28,7,-7,-19
320498,10140,13930,MQ,1,1,-7,-27
320499,10140,13930,MQ,2,2,16,17
320500,10140,13930,MQ,3,3,43,69
320501,10140,13930,MQ,4,4,-6,0
320502,10140,13930,MQ,5,5,-5,-3
320503,10140,13930,MQ,6,6,17,7
320504,10140,13930,MQ,7,7,-2,-6
320505,10140,13930,MQ,8,1,69,71
320506,10140,13930,MQ,9,2,111,112
320507,10140,13930,MQ,10,3,200,253
320508,10140,13930,MQ,11,4,70,79
320509,10140,13930,MQ,12,5,0,4
320510,10140,13930,MQ,13,6,13,4
320511,10140,13930,MQ,14,7,18,-1
325041,13930,10140,OO,8,1,135,135
325042,13930,10140,OO,10,3,126,114
327564,13930,14908,UA,29,1,-3,-32
327671,14908,13930,UA,29,1,-10,-13
327685,13930,14908,UA,29,1,-5,-40
327686,13930,14307,UA,29,1,-9,-3
327843,13930,14908,UA,29,1,73,36
327871,14307,13930,UA,29,1,-6,-19
327897,14908,13930,UA,29,1,-4,-19
327899,13930,14908,UA,29,1,0,-25
327974,14908,13930,UA,29,1,-4,-9
327995,14908,13930,UA,29,1,-4,-18
328457,14908,13930,UA,30,2,-9,-20
328459,13930,14908,UA,30,2,-6,-20
328520,14908,13930,UA,30,2,-7,-13
329522,14307,13930,UA,28,7,-7,-31
329595,13930,14908,UA,28,7,-4,-27
329793,13930,14908,UA,30,2,-6,-32
329903,13930,14307,UA,30,2,-4,-6
329935,14908,13930,UA,30,2,-8,-32
330061,13930,14908,UA,30,2,-3,-39
330086,14307,13930,UA,30,2,-6,-28
330482,14908,13930,UA,28,7,-8,2
330682,14908,13930,UA,28,7,-14,-21
330695,13930,14908,UA,28,7,-3,-36
330728,14908,13930,UA,28,7,4,14
330840,13930,14908,UA,28,7,11,-16
330845,13930,14908,UA,28,7,4,-22
331097,13930,14908,UA,26,5,-8,-12
331192,14908,13930,UA,26,5,-10,-17
331208,13930,14908,UA,26,5,11,-16
331209,13930,14307,UA,26,5,56,40
331365,14908,13930,UA,27,6,-11,-15
331405,14908,13930,UA,27,6,-9,-13
331407,13930,14908,UA,27,6,-3,-51
331494,14908,13930,UA,27,6,-11,-14
331528,13930,14908,UA,27,6,-4,-47
333100,13930,14307,UA,28,7,-6,-6
333145,13930,13830,UA,27,6,1,-37
333919,13930,14908,UA,25,4,-1,-15
334019,14908,13930,UA,25,4,-7,-30
334035,13930,14908,UA,25,4,-6,-9
334036,13930,14307,UA,25,4,5,-9
334197,13930,14908,UA,25,4,2,-13
334224,14307,13930,UA,25,4,-7,-33
334247,14908,13930,UA,25,4,-5,-23
334249,13930,14908,UA,25,4,-2,21
334335,14908,13930,UA,25,4,-7,-23
334452,13930,14908,UA,26,5,34,15
334506,14908,13930,UA,26,5,-1,-35
334508,13930,14908,UA,26,5,0,-21
334522,14307,13930,UA,26,5,28,1
334597,14908,13930,UA,26,5,-3,-20
334618,14908,13930,UA,26,5,-7,-13
